ID,Start time,Completion time,Email,Name,Please enter your Mechanical Turk ID,What is your Age?,What is your gender?,Are you a Fluent English Reader?,Are you a native English speaker?,Have you ever been diagnosed with a reading or learning disability?,"Do you have difficulty seeing text at close distances (1-3ft)?  E.g., do words appear blurry or unfocused?",How often do you read in English for leisure or personal interest?,How often do you read in English for any reason?,"If you had to read a 20 page book chapter, would you find it easier to read it in a digital or paper format? Assume you're at home without distractions and have access to both a comfortable chair ...","If you had to read a 1 page article of only text (no pictures), would you find it easier to read it in a digital or paper format? Assume you're at home without distractions and have access to both...","If you had to read a 1 page article of text with many large images, would you find it easier to read it in a digital or paper format? Assume you're at home without distractions and have access to ...",I am familiar with reading tables.,"Fill in the blank with the statement you agree with most:  
The default font size for text (e.g., in web pages, apps) on my phone is _______.",Reading on my Phone is hard
120,2022-04-12T13:47:08,2022-04-12T15:00:50,anonymous,,1646948550016,24,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,5,Mostly the right size,4
121,2022-04-12T15:12:55,2022-04-12T15:14:42,anonymous,,1646949728493,29,Man,True,True,No;,"No, because I typically use vision correction for reading",Less than once a month,Daily or almost daily,Both the same,Digital,Digital,4,Mostly the right size,3
122,2022-04-12T15:23:24,2022-04-12T15:24:06,anonymous,,1648325120432,34,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Digital,5,Mostly the right size,2
123,2022-04-12T15:37:41,2022-04-12T15:39:02,anonymous,,1648326069301,27,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly the right size,5
124,2022-04-12T15:40:48,2022-04-12T15:43:18,anonymous,,1648325321421,32,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,2-3 times a week,Paper,Digital,Digital,5,Mostly the right size,2
125,2022-04-12T15:45:38,2022-04-12T15:46:37,anonymous,,1648184404890,58,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Paper,5,Mostly the right size,4
126,2022-04-12T15:46:15,2022-04-12T15:47:50,anonymous,,1648131563932,42,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,1,Mostly the right size,1
127,2022-04-12T15:47:40,2022-04-12T15:52:58,anonymous,,1648134249096,37,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Digital,5,Mostly the right size,5
128,2022-04-12T15:50:22,2022-04-12T15:53:17,anonymous,,1646945907906,32,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,3,Mostly the right size,4
129,2022-04-12T15:59:37,2022-04-12T16:01:02,anonymous,,1646945619140,38,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Both the same,Both the same,Paper,5,Mostly the right size,5
130,2022-04-12T15:58:20,2022-04-12T16:04:10,anonymous,,1648327779718,49,Woman,True,True,No;,"No, because I typically use vision correction for reading",1-2 times a month,Daily or almost daily,Both the same,Both the same,Digital,4,Mostly the right size,4
131,2022-04-12T16:07:56,2022-04-12T16:09:18,anonymous,,1648170737889,45,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,4
132,2022-04-12T16:19:51,2022-04-12T16:21:43,anonymous,,1648174977671,38,Man,True,True,No;,"Yes, and I do not use vision correction for reading",2-3 times a week,2-3 times a week,Both the same,Both the same,Both the same,4,Mostly too small,3
133,2022-04-12T16:24:54,2022-04-12T16:26:45,anonymous,,67837989,52,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,5,Mostly too small,3
134,2022-04-12T16:29:09,2022-04-12T16:32:17,anonymous,,1648334789539,54,Woman,True,True,No;,"No, because I typically use vision correction for reading",2-3 times a week,Daily or almost daily,Digital,Digital,Digital,5,Mostly too big,4
135,2022-04-12T16:44:55,2022-04-12T16:46:05,anonymous,,1648331874127,29,Woman,True,True,No;,"No, because I typically use vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Both the same,Both the same,3,Mostly the right size,1
136,2022-04-12T16:49:29,2022-04-12T16:51:29,anonymous,,1646949451654,30,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Both the same,3,Mostly the right size,5
137,2022-04-12T16:52:30,2022-04-12T16:54:05,anonymous,,1648328093231,33,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Both the same,4,Mostly the right size,4
138,2022-04-12T16:57:14,2022-04-12T16:58:24,anonymous,,A3VDG4N8AVYGQ,36,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Digital,3,Mostly the right size,3
139,2022-04-12T16:57:52,2022-04-12T16:59:00,anonymous,,1646180443215,37,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Digital,4,Mostly the right size,4
140,2022-04-12T16:16:42,2022-04-12T17:16:19,anonymous,,1648158607084,35,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Paper,Paper,5,Mostly the right size,5
141,2022-04-12T17:15:02,2022-04-12T17:16:25,anonymous,,1648159281109,39,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,1,Mostly the right size,5
142,2022-04-12T17:18:55,2022-04-12T17:20:21,anonymous,,1648326533072,31,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,4
143,2022-04-12T17:38:14,2022-04-12T17:39:46,anonymous,,1646946566348,37,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Paper,5,Mostly the right size,3
144,2022-04-12T17:39:44,2022-04-12T17:41:57,anonymous,,1648166112530,36,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,1,Mostly the right size,4
145,2022-04-12T17:43:29,2022-04-12T17:45:06,anonymous,,1646960787705,51,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,3
146,2022-04-12T17:56:19,2022-04-12T17:59:29,anonymous,,1646949502675,34,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Both the same,4,Mostly the right size,3
147,2022-04-12T18:38:36,2022-04-12T18:42:44,anonymous,,1648162301823,42,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
148,2022-04-12T18:51:49,2022-04-12T18:55:05,anonymous,,1648133986407,45,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Digital,4,Mostly the right size,5
149,2022-04-12T18:56:38,2022-04-12T18:57:39,anonymous,,1646943901750,30,Woman,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,2-3 times a week,Digital,Digital,Digital,4,Mostly the right size,4
150,2022-04-12T19:57:40,2022-04-12T19:58:48,anonymous,,1648131465597,50,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Paper,3,Mostly the right size,4
151,2022-04-12T20:12:54,2022-04-12T20:14:08,anonymous,,1648332483714,34,Woman,True,True,"Suspected, but not diagnosed;","No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Paper,4,Mostly the right size,5
152,2022-04-12T20:46:46,2022-04-12T20:48:30,anonymous,,1648166058655,38,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Digital,5,Mostly the right size,5
153,2022-04-12T21:14:44,2022-04-12T21:15:39,anonymous,,1648329945840,41,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Both the same,4,Mostly the right size,3
154,2022-04-12T21:15:50,2022-04-12T21:20:34,anonymous,,1648146303469,51,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Paper,2,Mostly the right size,5
155,2022-04-12T21:49:38,2022-04-12T21:51:18,anonymous,,1646943619869,65,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
156,2022-04-12T21:57:54,2022-04-12T22:00:55,anonymous,,1646946060192,55,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,5,Mostly the right size,3
157,2022-04-12T21:59:54,2022-04-12T22:02:04,anonymous,,1648327658865,43,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,4
158,2022-04-12T22:56:59,2022-04-12T23:00:11,anonymous,,1646942347953 ,37,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Both the same,4,Mostly the right size,2
159,2022-04-13T00:40:44,2022-04-13T00:42:29,anonymous,,1646943406689,44,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Paper,3,Mostly the right size,5
160,2022-04-13T06:42:42,2022-04-13T06:43:44,anonymous,,1648143871797,39,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,4,Mostly the right size,5
161,2022-04-13T09:00:51,2022-04-13T09:03:17,anonymous,,1648131536771,41,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Both the same,5,Mostly the right size,1
162,2022-04-13T09:56:51,2022-04-13T09:59:43,anonymous,,1648129837834,30,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,5,Mostly the right size,5
163,2022-04-13T12:40:40,2022-04-13T12:42:14,anonymous,,1648135524962,32,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Digital,4,Mostly the right size,4
164,2022-04-13T13:18:55,2022-04-13T13:20:37,anonymous,,1648327545677,27,Woman,True,True,No;,"No, and I don't need vision correction for reading",1 time a week,Daily or almost daily,Paper,Paper,Paper,4,Mostly the right size,3
165,2022-04-13T14:05:05,2022-04-13T14:06:13,anonymous,,1649773629731,27,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Digital,5,Mostly the right size,4
166,2022-04-13T14:06:11,2022-04-13T14:07:04,anonymous,,1649796552165,30,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly the right size,5
167,2022-04-13T14:08:51,2022-04-13T14:10:09,anonymous,,1649782681619,47,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Paper,5,Mostly the right size,5
168,2022-04-13T14:05:41,2022-04-13T14:10:43,anonymous,,1649776495179,46,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Paper,5,Mostly the right size,4
169,2022-04-13T14:11:14,2022-04-13T14:14:55,anonymous,,1649776467107,35,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Both the same,Paper,4,Mostly the right size,5
170,2022-04-13T14:11:22,2022-04-13T14:15:03,anonymous,,1649776467107,35,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Both the same,Paper,4,Mostly the right size,5
171,2022-04-13T14:12:11,2022-04-13T14:15:07,anonymous,,1649775838929,34,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,5,Mostly the right size,1
172,2022-04-13T14:17:48,2022-04-13T14:19:53,anonymous,,A2P8V5SKYLL514,33,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,4,Mostly the right size,4
173,2022-04-13T14:19:25,2022-04-13T14:21:35,anonymous,,1649785703232,29,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
174,2022-04-13T14:27:27,2022-04-13T14:28:51,anonymous,,1649825509370,33,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,4,Mostly the right size,4
175,2022-04-13T14:56:35,2022-04-13T14:58:04,anonymous,,1649782395737,32,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Paper,2,Mostly the right size,3
176,2022-04-13T15:00:29,2022-04-13T15:02:34,anonymous,,1649809729903,33,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Paper,Digital,5,Mostly the right size,5
177,2022-04-13T15:03:09,2022-04-13T15:04:55,anonymous,,A2BZLECTSEKH1P,32,Woman,True,True,No;,"Yes, even though I use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Paper,4,Mostly the right size,4
178,2022-04-13T15:03:17,2022-04-13T15:05:12,anonymous,,W,30,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,4,Mostly the right size,4
179,2022-04-13T15:04:36,2022-04-13T15:05:37,anonymous,,1649876932430,63,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,4
180,2022-04-13T15:03:49,2022-04-13T15:06:18,anonymous,,1649877005848,67,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Both the same,1,Mostly the right size,5
181,2022-04-13T15:04:00,2022-04-13T15:06:24,anonymous,,1649876817706,35,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Paper,4,Mostly the right size,4
182,2022-04-13T15:05:27,2022-04-13T15:06:52,anonymous,,1649876874474,31,Man,True,True,No;,"No, and I don't need vision correction for reading",1-2 times a month,Daily or almost daily,Paper,Digital,Both the same,4,Mostly the right size,5
183,2022-04-13T15:05:50,2022-04-13T15:06:56,anonymous,,1649876850810,35,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Digital,4,Mostly the right size,4
184,2022-04-13T15:04:42,2022-04-13T15:06:59,anonymous,,1649877022778,33,Man,True,True,No;,"No, because I typically use vision correction for reading",2-3 times a week,2-3 times a week,Paper,Digital,Digital,4,Mostly too small,3
185,2022-04-13T15:05:44,2022-04-13T15:07:16,anonymous,,1649876856839,40,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Paper,5,Mostly the right size,4
186,2022-04-13T15:05:40,2022-04-13T15:07:41,anonymous,,1649876900926,56,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Paper,5,Mostly the right size,1
187,2022-04-13T15:05:24,2022-04-13T15:07:48,anonymous,,1649876997107,63,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Digital,4,Mostly the right size,3
188,2022-04-13T15:05:49,2022-04-13T15:08:41,anonymous,,1649876950673,37,Man,True,True,"Suspected, but not diagnosed;","No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,3,Mostly the right size,4
189,2022-04-13T15:07:26,2022-04-13T15:08:55,anonymous,,1649876984611,32,Man,True,True,No;,"No, because I typically use vision correction for reading",2-3 times a week,Daily or almost daily,Both the same,Digital,Digital,2,Mostly the right size,5
190,2022-04-13T15:05:14,2022-04-13T15:09:18,anonymous,,1649877108015,37,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Paper,5,Mostly the right size,4
191,2022-04-13T15:07:33,2022-04-13T15:09:56,anonymous,,1649877582758,31,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,1
192,2022-04-13T15:09:06,2022-04-13T15:11:51,anonymous,,1649877486344,32,Woman,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Both the same,Both the same,Both the same,4,Mostly the right size,5
193,2022-04-13T15:09:31,2022-04-13T15:12:03,anonymous,,1649877153598,31,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,1,Mostly the right size,5
194,2022-04-13T15:11:19,2022-04-13T15:12:35,anonymous,,1649877186931,38,Woman,True,True,ADHD (any type);,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Digital,5,Mostly the right size,5
195,2022-04-13T15:10:58,2022-04-13T15:13:34,anonymous,,1649877252497,55,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,4
196,2022-04-13T15:11:03,2022-04-13T15:14:02,anonymous,,1649877859351,36,Man,True,True,No;,"No, because I typically use vision correction for reading",1 time a week,Daily or almost daily,Both the same,Both the same,Digital,4,Mostly the right size,1
197,2022-04-13T15:03:55,2022-04-13T15:14:17,anonymous,,1649877282830,27,Woman,True,True,"Suspected, but not diagnosed;","No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Both the same,Paper,4,Mostly the right size,4
198,2022-04-13T15:08:06,2022-04-13T15:15:11,anonymous,,1649877359269,33,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,2
199,2022-04-13T15:14:00,2022-04-13T15:15:51,anonymous,,1649877399207,41,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Both the same,4,Mostly the right size,4
200,2022-04-13T15:15:17,2022-04-13T15:16:40,anonymous,,1649877424819,30,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Both the same,Digital,Digital,3,Mostly too small,3
201,2022-04-13T15:16:17,2022-04-13T15:17:15,anonymous,,1648136916108,25,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
202,2022-04-13T15:14:22,2022-04-13T15:17:51,anonymous,,1649781107086,35,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Paper,Paper,4,Mostly the right size,3
203,2022-04-13T15:16:34,2022-04-13T15:18:11,anonymous,,1649776530940,34,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,4,Mostly the right size,2
204,2022-04-13T15:17:26,2022-04-13T15:20:21,anonymous,,1649877637992,27,Woman,True,True,"Suspected, but not diagnosed;No;","No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,3,Mostly the right size,5
205,2022-04-13T15:19:06,2022-04-13T15:20:50,anonymous,,1649877681367,37,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly the right size,5
206,2022-04-13T15:19:38,2022-04-13T15:21:14,anonymous,,1649877714236,38,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,1,Mostly the right size,5
207,2022-04-13T15:18:41,2022-04-13T15:21:52,anonymous,,1649877860627,51,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,5,Mostly the right size,4
208,2022-04-13T15:15:23,2022-04-13T15:24:05,anonymous,,1649877881008,36,Woman,True,True,No;,"No, and I don't need vision correction for reading",1-2 times a month,Daily or almost daily,Paper,Both the same,Both the same,4,Mostly the right size,4
209,2022-04-13T15:21:22,2022-04-13T15:24:21,anonymous,,1649877907604,33,Man,True,True,No;,"No, and I don't need vision correction for reading",2-3 times a week,Daily or almost daily,Paper,Both the same,Both the same,3,Mostly the right size,3
210,2022-04-13T15:25:26,2022-04-13T15:27:41,anonymous,,1649878145407,31,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,5,Mostly the right size,4
211,2022-04-13T15:27:48,2022-04-13T15:29:11,anonymous,,1649878180275,37,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly the right size,5
212,2022-04-13T15:29:58,2022-04-13T15:30:49,anonymous,,1649878303996,30,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,5,Mostly the right size,5
213,2022-04-13T15:17:32,2022-04-13T15:31:18,anonymous,,F40D970B,39,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,5,Mostly the right size,5
214,2022-04-13T15:31:09,2022-04-13T15:32:19,anonymous,,1649878498736,41,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Both the same,5,Mostly the right size,4
215,2022-04-13T15:30:04,2022-04-13T15:32:48,anonymous,,1649878450038 ,42,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Paper,5,Mostly too small,1
216,2022-04-13T15:31:34,2022-04-13T15:33:02,anonymous,,1649878547406,27,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,4
217,2022-04-13T15:33:26,2022-04-13T15:35:32,anonymous,,1649878570491,44,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Digital,4,Mostly the right size,1
218,2022-04-13T15:35:02,2022-04-13T15:38:08,anonymous,,1648324609426,27,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,3,Mostly the right size,3
219,2022-04-13T15:37:18,2022-04-13T15:38:14,anonymous,,1649878731649,35,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,4,Mostly the right size,5
220,2022-04-13T15:25:44,2022-04-13T15:38:24,anonymous,,1649879566622,38,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,4,Mostly the right size,4
221,2022-04-13T15:37:19,2022-04-13T15:40:02,anonymous,,1649878901611,31,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Digital,Digital,5,Mostly the right size,5
222,2022-04-13T15:44:28,2022-04-13T15:45:31,anonymous,,1649879212088,25,Man,True,True,No;,"No, because I typically use vision correction for reading",1 time a week,1 time a week,Paper,Digital,Both the same,3,Mostly the right size,3
223,2022-04-13T15:44:04,2022-04-13T15:47:46,anonymous,,1649879349273,54,Woman,True,True,No;,"No, because I typically use vision correction for reading",2-3 times a week,Daily or almost daily,Both the same,Both the same,Both the same,1,Mostly the right size,4
224,2022-04-13T15:48:50,2022-04-13T15:50:47,anonymous,,1649879477445,41,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
225,2022-04-13T15:54:47,2022-04-13T15:56:02,anonymous,,1649788828459,25,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Both the same,Both the same,5,Mostly too big,5
226,2022-04-13T15:54:30,2022-04-13T15:56:14,anonymous,,1649879794934 ,43,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Both the same,4,Mostly the right size,5
227,2022-04-13T15:57:07,2022-04-13T15:59:01,anonymous,,1649880023899,28,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly the right size,4
228,2022-04-13T15:59:11,2022-04-13T16:01:13,anonymous,,1649880125736,38,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Digital,1,Mostly the right size,1
229,2022-04-13T15:57:12,2022-04-13T16:02:33,anonymous,,1649880334000,43,Woman,True,True,No;,"No, and I don't need vision correction for reading",1 time a week,Daily or almost daily,Both the same,Both the same,Paper,4,Mostly the right size,5
230,2022-04-13T16:01:48,2022-04-13T16:02:56,anonymous,,1649877108015,37,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Digital,Digital,5,Mostly the right size,4
231,2022-04-13T15:50:28,2022-04-13T16:04:03,anonymous,,1648330331779,62,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
232,2022-04-13T16:06:06,2022-04-13T16:07:44,anonymous,,1649880516527,42,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Digital,3,Mostly the right size,4
233,2022-04-13T16:07:11,2022-04-13T16:09:28,anonymous,,1649880671480,40,Woman,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly the right size,5
234,2022-04-13T15:59:18,2022-04-13T16:16:39,anonymous,,1649881150928,55,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,4,Mostly the right size,5
235,2022-04-13T16:16:58,2022-04-13T16:18:01,anonymous,,1649957239235,46,Woman,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,3,Mostly the right size,3
236,2022-04-13T16:17:54,2022-04-13T16:21:28,anonymous,,A50UY1556VDIA,26,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Digital,Both the same,4,Mostly the right size,2
237,2022-04-13T16:20:59,2022-04-13T16:21:58,anonymous,,1649881363954,37,Woman,True,True,No;,"No, and I don't need vision correction for reading",1-2 times a month,Daily or almost daily,Paper,Paper,Both the same,5,Mostly the right size,5
238,2022-04-13T16:21:51,2022-04-13T16:24:09,anonymous,,1649881532750,34,Man,True,True,No;,"No, and I don't need vision correction for reading",Daily or almost daily,Daily or almost daily,Digital,Both the same,Digital,4,Mostly the right size,5
239,2022-04-13T16:24:21,2022-04-13T16:25:27,anonymous,,1649881565697,29,Man,True,True,No;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Both the same,Both the same,Both the same,5,Mostly the right size,5
240,2022-04-13T16:24:43,2022-04-13T16:26:30,anonymous,,1649881977128 ,49,Man,True,True,Dyscalculia;,"No, because I typically use vision correction for reading",Daily or almost daily,Daily or almost daily,Paper,Paper,Digital,4,Mostly the right size,2
